,workers,accuracy,simulation
6439,72,0.25,80
6440,73,0.33,80
6441,74,0.26,80
6442,75,0.21,80
6443,76,0.28,80
6444,77,0.23,80
6445,78,0.25,80
6446,79,0.3,80
6447,80,0.33,80
6448,81,0.17,80
6449,82,0.2,80
6450,83,0.24,80
6451,84,0.26,80
6452,85,0.3,80
6453,86,0.23,80
6454,87,0.26,80
6455,88,0.18,80
6456,89,0.33,80
6457,90,0.23,80
6458,91,0.23,80
6459,92,0.29,80
6460,93,0.37,80
6461,94,0.17,80
6462,95,0.2,80
6463,96,0.24,80
6464,97,0.29,80
6465,98,0.27,80
6466,99,0.22,80
6467,19,0.34,81
6468,21,0.29,81
6469,22,0.3,81
6470,23,0.3,81
6471,24,0.19,81
6472,25,0.28,81
6473,26,0.27,81
6474,27,0.26,81
6475,28,0.33,81
6476,29,0.25,81
6477,30,0.31,81
6478,31,0.25,81
6479,32,0.26,81
6480,33,0.19,81
6481,34,0.3,81
6482,35,0.26,81
6483,36,0.33,81
6484,37,0.25,81
6485,38,0.3,81
6486,39,0.23,81
6487,40,0.24,81
6488,41,0.28,81
6489,42,0.19,81
6490,43,0.28,81
6491,44,0.28,81
6492,45,0.32,81
6493,46,0.27,81
6494,47,0.3,81
6495,48,0.21,81
6496,49,0.27,81
6497,50,0.18,81
6498,51,0.37,81
6499,52,0.18,81
6500,53,0.27,81
6501,54,0.28,81
6502,55,0.21,81
6503,56,0.23,81
6504,57,0.32,81
6505,58,0.22,81
6506,59,0.21,81
6507,60,0.24,81
6508,61,0.24,81
6509,62,0.26,81
6510,63,0.23,81
6511,64,0.25,81
6512,65,0.3,81
6513,66,0.22,81
6514,67,0.2,81
6515,68,0.21,81
6516,69,0.22,81
6517,70,0.19,81
6518,71,0.27,81
6519,72,0.32,81
6520,73,0.2,81
6521,74,0.3,81
6522,75,0.31,81
6523,76,0.21,81
6524,77,0.29,81
6525,78,0.28,81
6526,79,0.2,81
6527,80,0.3,81
6528,81,0.29,81
6529,82,0.2,81
6530,83,0.21,81
6531,84,0.18,81
6532,85,0.22,81
6533,86,0.26,81
6534,87,0.2,81
6535,88,0.17,81
6536,89,0.26,81
6537,90,0.25,81
6538,91,0.27,81
6539,92,0.19,81
6540,93,0.27,81
6541,94,0.29,81
6542,95,0.31,81
6543,96,0.28,81
6544,97,0.29,81
6545,98,0.29,81
6546,99,0.24,81
6547,17,0.29,82
6548,20,0.23,82
6549,22,0.27,82
6550,23,0.24,82
6551,24,0.21,82
6552,25,0.23,82
6553,26,0.26,82
6554,27,0.26,82
6555,28,0.29,82
6556,29,0.25,82
6557,30,0.23,82
6558,31,0.38,82
6559,32,0.33,82
6560,33,0.25,82
6561,34,0.21,82
6562,35,0.34,82
6563,36,0.22,82
6564,37,0.3,82
6565,38,0.31,82
6566,39,0.3,82
6567,40,0.27,82
6568,41,0.32,82
6569,42,0.27,82
6570,43,0.27,82
6571,44,0.31,82
6572,45,0.29,82
6573,46,0.2,82
6574,47,0.27,82
6575,48,0.26,82
6576,49,0.13,82
6577,50,0.42,82
6578,51,0.24,82
6579,52,0.24,82
6580,53,0.19,82
6581,54,0.27,82
6582,55,0.3,82
6583,56,0.23,82
6584,57,0.22,82
6585,58,0.32,82
6586,59,0.2,82
6587,60,0.22,82
6588,61,0.23,82
6589,62,0.32,82
6590,63,0.24,82
6591,64,0.17,82
6592,65,0.24,82
6593,66,0.21,82
6594,67,0.27,82
6595,68,0.27,82
6596,69,0.21,82
6597,70,0.29,82
6598,71,0.22,82
6599,72,0.25,82
6600,73,0.32,82
6601,74,0.19,82
6602,75,0.28,82
6603,76,0.26,82
6604,77,0.26,82
6605,78,0.29,82
6606,79,0.3,82
6607,80,0.26,82
6608,81,0.29,82
6609,82,0.25,82
6610,83,0.33,82
6611,84,0.19,82
6612,85,0.22,82
6613,86,0.34,82
6614,87,0.27,82
6615,88,0.27,82
6616,89,0.17,82
6617,90,0.22,82
6618,91,0.11,82
6619,92,0.29,82
6620,93,0.19,82
6621,94,0.28,82
6622,95,0.28,82
6623,96,0.3,82
6624,97,0.26,82
6625,98,0.24,82
6626,99,0.21,82
6627,17,0.26,83
6628,20,0.29,83
6629,21,0.23,83
6630,23,0.14,83
6631,25,0.28,83
6632,26,0.23,83
6633,27,0.35,83
6634,28,0.31,83
6635,29,0.33,83
6636,30,0.38,83
6637,31,0.32,83
6638,32,0.25,83
6639,33,0.21,83
6640,34,0.22,83
6641,35,0.22,83
6642,36,0.27,83
6643,37,0.33,83
6644,38,0.27,83
6645,39,0.26,83
6646,40,0.21,83
6647,41,0.31,83
6648,42,0.21,83
6649,43,0.35,83
6650,44,0.32,83
6651,45,0.2,83
6652,46,0.39,83
6653,47,0.26,83
6654,48,0.17,83
6655,49,0.25,83
6656,50,0.38,83
6657,51,0.23,83
6658,52,0.25,83
6659,53,0.29,83
6660,54,0.32,83
6661,55,0.16,83
6662,56,0.3,83
6663,57,0.35,83
6664,58,0.31,83
6665,59,0.22,83
6666,60,0.25,83
6667,61,0.35,83
6668,62,0.29,83
6669,63,0.26,83
6670,64,0.22,83
6671,65,0.23,83
6672,66,0.28,83
6673,67,0.28,83
6674,68,0.33,83
6675,69,0.34,83
6676,70,0.33,83
6677,71,0.25,83
6678,72,0.3,83
6679,73,0.28,83
6680,74,0.24,83
6681,75,0.28,83
6682,76,0.27,83
6683,77,0.23,83
6684,78,0.2,83
6685,79,0.31,83
6686,80,0.4,83
6687,81,0.28,83
6688,82,0.32,83
6689,83,0.23,83
6690,84,0.31,83
6691,85,0.29,83
6692,86,0.27,83
6693,87,0.4,83
6694,88,0.25,83
6695,89,0.19,83
6696,90,0.21,83
6697,91,0.2,83
6698,92,0.28,83
6699,93,0.34,83
6700,94,0.25,83
6701,95,0.3,83
6702,96,0.29,83
6703,97,0.34,83
6704,98,0.25,83
6705,99,0.25,83
6706,20,0.27,84
6707,21,0.27,84
6708,22,0.32,84
6709,23,0.29,84
6710,24,0.21,84
6711,25,0.23,84
6712,26,0.18,84
6713,28,0.29,84
6714,29,0.29,84
6715,30,0.19,84
6716,31,0.36,84
6717,32,0.31,84
6718,33,0.17,84
6719,34,0.27,84
6720,35,0.19,84
6721,36,0.2,84
6722,37,0.31,84
6723,38,0.32,84
6724,39,0.26,84
6725,40,0.18,84
6726,41,0.21,84
6727,42,0.25,84
6728,43,0.25,84
6729,44,0.23,84
6730,45,0.24,84
6731,46,0.32,84
6732,47,0.35,84
6733,48,0.26,84
6734,49,0.22,84
6735,50,0.31,84
6736,51,0.27,84
6737,52,0.23,84
6738,53,0.26,84
6739,54,0.28,84
6740,55,0.28,84
6741,56,0.31,84
6742,57,0.29,84
6743,58,0.36,84
6744,59,0.21,84
6745,60,0.26,84
6746,61,0.26,84
6747,62,0.27,84
6748,63,0.27,84
6749,64,0.24,84
6750,65,0.26,84
6751,66,0.3,84
6752,67,0.42,84
6753,68,0.34,84
6754,69,0.22,84
6755,70,0.3,84
6756,71,0.24,84
6757,72,0.3,84
6758,73,0.31,84
6759,74,0.21,84
6760,75,0.34,84
6761,76,0.34,84
6762,77,0.22,84
6763,79,0.3,84
6764,80,0.21,84
6765,81,0.23,84
6766,82,0.27,84
6767,83,0.3,84
6768,84,0.29,84
6769,85,0.27,84
6770,86,0.3,84
6771,87,0.25,84
6772,88,0.32,84
6773,89,0.33,84
6774,90,0.2,84
6775,91,0.19,84
6776,92,0.33,84
6777,93,0.25,84
6778,94,0.26,84
6779,95,0.28,84
6780,96,0.22,84
6781,97,0.32,84
6782,98,0.3,84
6783,99,0.2,84
6784,18,0.31,85
6785,20,0.24,85
6786,23,0.21,85
6787,24,0.39,85
6788,25,0.28,85
6789,26,0.23,85
6790,27,0.13,85
6791,28,0.26,85
6792,29,0.24,85
6793,30,0.26,85
6794,31,0.21,85
6795,32,0.24,85
6796,33,0.23,85
6797,34,0.24,85
6798,35,0.24,85
6799,36,0.23,85
6800,37,0.17,85
6801,38,0.2,85
6802,39,0.29,85
6803,40,0.31,85
6804,41,0.19,85
6805,42,0.23,85
6806,43,0.3,85
6807,44,0.32,85
6808,45,0.28,85
6809,46,0.21,85
6810,47,0.18,85
6811,48,0.36,85
6812,49,0.25,85
6813,50,0.22,85
6814,51,0.32,85
6815,52,0.21,85
6816,53,0.19,85
6817,54,0.3,85
6818,55,0.34,85
6819,56,0.3,85
6820,57,0.32,85
6821,58,0.2,85
6822,59,0.34,85
6823,60,0.19,85
6824,61,0.36,85
6825,62,0.3,85
6826,63,0.23,85
6827,64,0.12,85
6828,65,0.23,85
6829,66,0.2,85
6830,67,0.2,85
6831,68,0.26,85
6832,69,0.31,85
6833,70,0.27,85
6834,71,0.21,85
6835,72,0.27,85
6836,73,0.32,85
6837,74,0.35,85
6838,75,0.33,85
6839,76,0.13,85
6840,77,0.28,85
6841,78,0.25,85
6842,79,0.25,85
6843,80,0.28,85
6844,81,0.19,85
6845,82,0.29,85
6846,83,0.37,85
6847,84,0.26,85
6848,85,0.2,85
6849,86,0.25,85
6850,87,0.35,85
6851,88,0.19,85
6852,89,0.22,85
6853,90,0.16,85
6854,91,0.27,85
6855,92,0.26,85
6856,93,0.25,85
6857,94,0.3,85
6858,95,0.28,85
6859,96,0.26,85
6860,97,0.21,85
6861,98,0.26,85
6862,99,0.35,85
6863,17,0.15,86
6864,19,0.31,86
6865,20,0.24,86
6866,24,0.3,86
6867,25,0.3,86
6868,26,0.34,86
6869,27,0.25,86
6870,28,0.24,86
6871,29,0.34,86
6872,30,0.31,86
6873,31,0.28,86
6874,32,0.32,86
6875,33,0.21,86
6876,34,0.26,86
6877,35,0.25,86
6878,36,0.2,86
6879,37,0.37,86
6880,38,0.3,86
6881,39,0.29,86
6882,40,0.22,86
6883,41,0.28,86
6884,42,0.29,86
6885,43,0.21,86
6886,44,0.26,86
6887,45,0.3,86
6888,46,0.31,86
6889,47,0.26,86
6890,48,0.29,86
6891,49,0.18,86
6892,50,0.29,86
6893,51,0.2,86
6894,52,0.21,86
6895,53,0.29,86
6896,54,0.24,86
6897,55,0.36,86
6898,56,0.2,86
6899,57,0.21,86
6900,58,0.26,86
6901,59,0.27,86
6902,60,0.28,86
6903,61,0.25,86
6904,62,0.29,86
6905,63,0.26,86
6906,64,0.29,86
6907,65,0.2,86
6908,66,0.25,86
6909,67,0.21,86
6910,68,0.23,86
6911,69,0.31,86
6912,70,0.22,86
6913,71,0.32,86
6914,72,0.3,86
6915,73,0.15,86
6916,74,0.25,86
6917,75,0.24,86
6918,76,0.29,86
6919,77,0.34,86
6920,78,0.27,86
6921,79,0.34,86
6922,80,0.11,86
6923,81,0.26,86
6924,82,0.3,86
6925,83,0.28,86
6926,84,0.26,86
6927,85,0.17,86
6928,86,0.36,86
6929,87,0.3,86
6930,88,0.3,86
6931,89,0.24,86
6932,90,0.21,86
6933,91,0.29,86
6934,92,0.31,86
6935,93,0.19,86
6936,94,0.24,86
6937,95,0.28,86
6938,96,0.23,86
6939,97,0.29,86
6940,98,0.3,86
6941,99,0.32,86
6942,19,0.21,87
6943,20,0.19,87
6944,22,0.24,87
6945,23,0.27,87
6946,24,0.19,87
6947,26,0.3,87
6948,27,0.22,87
6949,28,0.23,87
6950,29,0.31,87
6951,30,0.29,87
6952,31,0.24,87
6953,32,0.24,87
6954,33,0.29,87
6955,34,0.36,87
6956,35,0.33,87
6957,36,0.24,87
6958,37,0.24,87
6959,38,0.27,87
6960,39,0.26,87
6961,40,0.29,87
6962,41,0.31,87
6963,42,0.24,87
6964,43,0.16,87
6965,44,0.18,87
6966,45,0.26,87
6967,46,0.15,87
6968,47,0.36,87
6969,48,0.3,87
6970,49,0.21,87
6971,50,0.23,87
6972,51,0.28,87
6973,52,0.16,87
6974,53,0.27,87
6975,54,0.27,87
6976,55,0.34,87
6977,56,0.24,87
6978,57,0.19,87
6979,58,0.29,87
6980,59,0.28,87
6981,60,0.32,87
6982,61,0.29,87
6983,62,0.15,87
6984,63,0.19,87
6985,64,0.17,87
6986,65,0.23,87
6987,66,0.28,87
6988,67,0.31,87
6989,68,0.25,87
6990,69,0.38,87
6991,70,0.24,87
6992,71,0.22,87
6993,72,0.18,87
6994,73,0.24,87
6995,74,0.22,87
6996,75,0.33,87
6997,76,0.33,87
6998,77,0.24,87
6999,78,0.28,87
7000,79,0.23,87
7001,80,0.18,87
7002,81,0.22,87
7003,82,0.28,87
7004,83,0.14,87
7005,84,0.34,87
7006,85,0.28,87
7007,86,0.31,87
7008,87,0.32,87
7009,88,0.33,87
7010,89,0.26,87
7011,90,0.27,87
7012,91,0.35,87
7013,92,0.3,87
7014,93,0.3,87
7015,94,0.29,87
7016,95,0.25,87
7017,96,0.26,87
7018,97,0.23,87
7019,98,0.25,87
7020,99,0.29,87
7021,15,0.22,88
7022,18,0.35,88
7023,21,0.17,88
7024,23,0.26,88
7025,24,0.16,88
7026,25,0.22,88
7027,26,0.27,88
7028,27,0.27,88
7029,28,0.29,88
7030,29,0.33,88
7031,30,0.28,88
7032,31,0.28,88
7033,32,0.27,88
7034,33,0.3,88
7035,34,0.3,88
7036,35,0.27,88
7037,36,0.28,88
7038,37,0.32,88
7039,38,0.34,88
7040,39,0.37,88
7041,40,0.19,88
7042,41,0.33,88
7043,42,0.38,88
7044,43,0.17,88
7045,44,0.35,88
7046,45,0.28,88
7047,46,0.27,88
7048,47,0.31,88
7049,48,0.18,88
7050,49,0.29,88
7051,50,0.27,88
7052,51,0.15,88
7053,52,0.32,88
7054,53,0.22,88
7055,54,0.28,88
7056,55,0.38,88
7057,56,0.19,88
7058,57,0.28,88
7059,58,0.31,88
7060,59,0.27,88
7061,60,0.27,88
7062,61,0.29,88
7063,62,0.25,88
7064,63,0.27,88
7065,64,0.25,88
7066,65,0.35,88
7067,66,0.2,88
7068,67,0.23,88
7069,68,0.19,88
7070,69,0.24,88
7071,70,0.26,88
7072,71,0.29,88
7073,72,0.31,88
7074,73,0.3,88
7075,74,0.19,88
7076,75,0.26,88
7077,76,0.24,88
7078,77,0.19,88
7079,78,0.41,88
7080,79,0.17,88
7081,80,0.23,88
7082,81,0.29,88
7083,82,0.27,88
7084,83,0.32,88
7085,84,0.29,88
7086,85,0.31,88
7087,86,0.21,88
7088,87,0.21,88
7089,88,0.32,88
7090,89,0.23,88
7091,90,0.29,88
7092,91,0.32,88
7093,92,0.27,88
7094,93,0.24,88
7095,94,0.31,88
7096,95,0.28,88
7097,96,0.26,88
7098,97,0.25,88
7099,98,0.32,88
7100,99,0.34,88
7101,16,0.2,89
7102,17,0.25,89
7103,20,0.2,89
7104,21,0.23,89
7105,22,0.25,89
7106,23,0.18,89
7107,24,0.29,89
7108,25,0.31,89
7109,27,0.24,89
7110,28,0.26,89
7111,29,0.22,89
7112,30,0.26,89
7113,31,0.24,89
7114,32,0.27,89
7115,33,0.17,89
7116,34,0.27,89
7117,35,0.33,89
7118,36,0.24,89
7119,37,0.28,89
7120,38,0.3,89
7121,39,0.23,89
7122,40,0.26,89
7123,41,0.32,89
7124,42,0.32,89
7125,43,0.15,89
7126,44,0.17,89
7127,45,0.2,89
7128,46,0.29,89
7129,47,0.31,89
7130,48,0.29,89
7131,49,0.26,89
7132,50,0.29,89
7133,51,0.24,89
7134,52,0.28,89
7135,53,0.33,89
7136,54,0.2,89
7137,55,0.28,89
7138,56,0.26,89
7139,57,0.18,89
7140,58,0.17,89
7141,59,0.31,89
7142,60,0.27,89
7143,61,0.27,89
7144,62,0.29,89
7145,63,0.25,89
7146,64,0.29,89
7147,65,0.26,89
7148,66,0.31,89
7149,67,0.24,89
7150,68,0.28,89
7151,69,0.28,89
7152,70,0.24,89
7153,71,0.29,89
7154,72,0.24,89
7155,73,0.29,89
7156,74,0.29,89
7157,75,0.24,89
7158,76,0.25,89
7159,77,0.27,89
7160,78,0.26,89
7161,79,0.24,89
7162,80,0.29,89
7163,81,0.22,89
7164,82,0.24,89
7165,83,0.36,89
7166,84,0.22,89
7167,85,0.14,89
7168,86,0.24,89
7169,87,0.24,89
7170,88,0.26,89
7171,89,0.16,89
7172,90,0.28,89
7173,91,0.21,89
7174,92,0.18,89
7175,93,0.26,89
7176,94,0.31,89
7177,95,0.29,89
7178,96,0.27,89
7179,97,0.29,89
7180,98,0.2,89
7181,99,0.27,89
7182,19,0.31,90
7183,21,0.23,90
7184,22,0.28,90
7185,23,0.23,90
7186,24,0.14,90
7187,25,0.26,90
7188,26,0.2,90
7189,27,0.31,90
7190,28,0.25,90
7191,29,0.27,90
7192,30,0.28,90
7193,31,0.26,90
7194,32,0.22,90
7195,33,0.29,90
7196,34,0.27,90
7197,35,0.24,90
7198,36,0.35,90
7199,37,0.22,90
7200,38,0.32,90
7201,39,0.21,90
7202,40,0.15,90
7203,41,0.35,90
7204,42,0.24,90
7205,43,0.21,90
7206,44,0.11,90
7207,45,0.26,90
7208,46,0.33,90
7209,47,0.21,90
7210,48,0.27,90
7211,49,0.25,90
7212,50,0.27,90
7213,51,0.3,90
7214,52,0.3,90
7215,53,0.32,90
7216,54,0.29,90
7217,55,0.32,90
7218,56,0.27,90
7219,57,0.21,90
7220,58,0.27,90
7221,59,0.21,90
7222,60,0.29,90
7223,61,0.25,90
7224,62,0.37,90
7225,63,0.29,90
7226,64,0.26,90
7227,65,0.36,90
7228,66,0.23,90
7229,67,0.22,90
7230,68,0.18,90
7231,69,0.27,90
7232,70,0.32,90
7233,71,0.22,90
7234,72,0.29,90
7235,73,0.17,90
7236,74,0.19,90
7237,75,0.2,90
7238,76,0.31,90
7239,77,0.31,90
7240,78,0.25,90
7241,79,0.29,90
7242,80,0.3,90
7243,81,0.27,90
7244,82,0.27,90
7245,83,0.17,90
7246,84,0.3,90
7247,85,0.24,90
7248,86,0.17,90
7249,87,0.22,90
7250,88,0.3,90
7251,89,0.25,90
7252,90,0.23,90
7253,91,0.27,90
7254,92,0.28,90
7255,93,0.35,90
7256,94,0.34,90
7257,95,0.26,90
7258,96,0.29,90
7259,97,0.26,90
7260,98,0.28,90
7261,99,0.16,90
7262,19,0.36,91
7263,21,0.26,91
7264,23,0.27,91
7265,24,0.27,91
7266,25,0.25,91
7267,26,0.27,91
7268,27,0.27,91
7269,28,0.27,91
7270,29,0.31,91
7271,31,0.34,91
7272,32,0.31,91
7273,33,0.28,91
7274,34,0.29,91
7275,35,0.28,91
7276,36,0.16,91
7277,37,0.3,91
7278,38,0.28,91
7279,39,0.26,91
7280,40,0.3,91
7281,41,0.25,91
7282,42,0.27,91
7283,43,0.33,91
7284,44,0.22,91
7285,45,0.26,91
7286,46,0.29,91
7287,47,0.14,91
7288,48,0.26,91
7289,49,0.21,91
7290,50,0.32,91
7291,51,0.33,91
7292,52,0.23,91
7293,53,0.25,91
7294,54,0.23,91
7295,55,0.17,91
7296,56,0.28,91
7297,57,0.18,91
7298,58,0.36,91
7299,59,0.3,91
7300,60,0.33,91
7301,61,0.28,91
7302,62,0.22,91
7303,63,0.32,91
7304,64,0.2,91
7305,65,0.25,91
7306,66,0.21,91
7307,67,0.23,91
7308,68,0.3,91
7309,69,0.24,91
7310,70,0.24,91
7311,71,0.32,91
7312,72,0.27,91
7313,73,0.25,91
7314,74,0.25,91
7315,75,0.3,91
7316,76,0.25,91
7317,77,0.25,91
7318,78,0.27,91
7319,79,0.19,91
7320,80,0.27,91
7321,81,0.32,91
7322,82,0.28,91
7323,83,0.14,91
7324,84,0.27,91
7325,85,0.25,91
7326,86,0.22,91
7327,87,0.3,91
7328,88,0.2,91
7329,89,0.3,91
7330,90,0.24,91
7331,91,0.3,91
7332,92,0.23,91
7333,93,0.31,91
7334,94,0.26,91
7335,95,0.27,91
7336,96,0.26,91
7337,97,0.21,91
7338,98,0.24,91
7339,99,0.2,91
7340,21,0.31,92
7341,23,0.27,92
7342,24,0.23,92
7343,25,0.33,92
7344,26,0.26,92
7345,27,0.24,92
7346,28,0.19,92
7347,29,0.17,92
7348,30,0.25,92
7349,31,0.17,92
7350,32,0.21,92
7351,33,0.23,92
7352,34,0.37,92
7353,35,0.23,92
7354,36,0.39,92
7355,37,0.28,92
7356,38,0.27,92
7357,39,0.28,92
7358,40,0.28,92
7359,41,0.21,92
7360,42,0.24,92
7361,43,0.23,92
7362,44,0.37,92
7363,45,0.29,92
7364,46,0.29,92
7365,47,0.31,92
7366,48,0.29,92
7367,49,0.28,92
7368,50,0.29,92
7369,51,0.18,92
7370,52,0.19,92
7371,53,0.28,92
7372,54,0.2,92
7373,55,0.25,92
7374,56,0.25,92
7375,57,0.29,92
7376,58,0.24,92
7377,59,0.28,92
7378,60,0.29,92
7379,61,0.31,92
7380,62,0.18,92
7381,63,0.24,92
7382,64,0.32,92
7383,65,0.22,92
7384,66,0.31,92
7385,67,0.22,92
7386,68,0.21,92
7387,69,0.22,92
7388,70,0.19,92
7389,71,0.23,92
7390,72,0.23,92
7391,73,0.38,92
7392,74,0.24,92
7393,75,0.34,92
7394,76,0.23,92
7395,77,0.21,92
7396,78,0.33,92
7397,79,0.25,92
7398,80,0.2,92
7399,81,0.32,92
7400,82,0.1,92
7401,83,0.28,92
7402,84,0.27,92
7403,85,0.17,92
7404,86,0.28,92
7405,87,0.25,92
7406,88,0.24,92
7407,89,0.32,92
7408,90,0.2,92
7409,91,0.33,92
7410,92,0.2,92
7411,93,0.22,92
7412,94,0.35,92
7413,95,0.21,92
7414,96,0.24,92
7415,97,0.18,92
7416,98,0.26,92
7417,99,0.26,92
7418,18,0.31,93
7419,19,0.27,93
7420,20,0.24,93
7421,21,0.3,93
7422,22,0.32,93
7423,23,0.28,93
7424,24,0.37,93
7425,25,0.29,93
7426,26,0.27,93
7427,27,0.19,93
7428,28,0.32,93
7429,29,0.26,93
7430,30,0.26,93
7431,31,0.26,93
7432,32,0.28,93
7433,33,0.29,93
7434,34,0.33,93
7435,35,0.29,93
7436,36,0.26,93
7437,37,0.24,93
7438,38,0.29,93
7439,39,0.25,93
7440,40,0.31,93
7441,41,0.27,93
7442,42,0.28,93
7443,43,0.34,93
7444,44,0.28,93
7445,45,0.35,93
7446,46,0.3,93
7447,47,0.24,93
7448,48,0.26,93
7449,49,0.26,93
7450,50,0.24,93
7451,51,0.21,93
7452,52,0.22,93
7453,53,0.29,93
7454,54,0.35,93
7455,55,0.28,93
7456,56,0.3,93
7457,57,0.27,93
7458,58,0.25,93
7459,59,0.34,93
7460,60,0.25,93
7461,61,0.33,93
7462,62,0.29,93
7463,63,0.23,93
7464,64,0.22,93
7465,65,0.24,93
7466,66,0.26,93
7467,67,0.34,93
7468,68,0.26,93
7469,69,0.28,93
7470,70,0.22,93
7471,71,0.28,93
7472,72,0.36,93
7473,73,0.39,93
7474,74,0.2,93
7475,75,0.28,93
7476,76,0.33,93
7477,77,0.29,93
7478,78,0.15,93
7479,79,0.17,93
7480,80,0.24,93
7481,81,0.32,93
7482,82,0.27,93
7483,83,0.2,93
7484,84,0.32,93
7485,85,0.27,93
7486,86,0.24,93
7487,87,0.29,93
7488,88,0.12,93
7489,89,0.28,93
7490,90,0.28,93
7491,91,0.25,93
7492,92,0.29,93
7493,93,0.27,93
7494,94,0.22,93
7495,95,0.21,93
7496,96,0.25,93
7497,97,0.25,93
7498,98,0.26,93
7499,99,0.24,93
7500,16,0.25,94
7501,19,0.23,94
7502,21,0.25,94
7503,22,0.28,94
7504,23,0.22,94
7505,25,0.29,94
7506,27,0.24,94
7507,28,0.17,94
7508,29,0.28,94
7509,30,0.19,94
7510,31,0.36,94
7511,32,0.26,94
7512,33,0.27,94
7513,34,0.27,94
7514,35,0.26,94
7515,36,0.28,94
7516,37,0.25,94
7517,38,0.26,94
7518,39,0.19,94
7519,40,0.33,94
7520,41,0.23,94
7521,42,0.27,94
7522,43,0.27,94
7523,44,0.2,94
7524,45,0.34,94
7525,46,0.27,94
7526,47,0.27,94
7527,48,0.25,94
7528,49,0.25,94
7529,50,0.23,94
7530,51,0.27,94
7531,52,0.28,94
7532,53,0.25,94
7533,54,0.29,94
7534,55,0.26,94
7535,56,0.24,94
7536,57,0.16,94
7537,58,0.29,94
7538,59,0.33,94
7539,60,0.28,94
7540,61,0.25,94
7541,62,0.19,94
7542,63,0.26,94
7543,64,0.24,94
7544,65,0.18,94
7545,66,0.27,94
7546,67,0.18,94
7547,68,0.28,94
7548,69,0.35,94
7549,70,0.3,94
7550,71,0.15,94
7551,72,0.19,94
7552,73,0.24,94
7553,74,0.17,94
7554,75,0.36,94
7555,76,0.18,94
7556,77,0.33,94
7557,78,0.24,94
7558,79,0.23,94
7559,80,0.23,94
7560,81,0.29,94
7561,82,0.31,94
7562,83,0.29,94
7563,84,0.24,94
7564,85,0.32,94
7565,86,0.25,94
7566,87,0.27,94
7567,88,0.18,94
7568,89,0.27,94
7569,90,0.24,94
7570,91,0.26,94
7571,92,0.3,94
7572,93,0.19,94
7573,94,0.33,94
7574,95,0.23,94
7575,96,0.26,94
7576,97,0.29,94
7577,98,0.29,94
7578,99,0.28,94
7579,17,0.29,95
7580,19,0.27,95
7581,20,0.24,95
7582,21,0.31,95
7583,22,0.21,95
7584,23,0.23,95
7585,25,0.17,95
7586,26,0.27,95
7587,27,0.35,95
7588,28,0.26,95
7589,29,0.21,95
7590,30,0.37,95
7591,31,0.28,95
7592,32,0.25,95
7593,33,0.25,95
7594,34,0.29,95
7595,35,0.32,95
7596,36,0.25,95
7597,37,0.24,95
7598,38,0.22,95
7599,39,0.32,95
7600,40,0.24,95
7601,41,0.28,95
7602,42,0.28,95
7603,43,0.25,95
7604,44,0.26,95
7605,45,0.26,95
7606,46,0.3,95
7607,47,0.3,95
7608,48,0.24,95
7609,49,0.28,95
7610,50,0.26,95
7611,51,0.26,95
7612,52,0.28,95
7613,53,0.23,95
7614,54,0.18,95
7615,55,0.26,95
7616,56,0.22,95
7617,57,0.27,95
7618,58,0.19,95
7619,59,0.26,95
7620,60,0.28,95
7621,61,0.29,95
7622,62,0.26,95
7623,63,0.23,95
7624,64,0.27,95
7625,65,0.32,95
7626,66,0.31,95
7627,67,0.23,95
7628,68,0.2,95
7629,69,0.23,95
7630,70,0.36,95
7631,71,0.23,95
7632,72,0.28,95
7633,73,0.2,95
7634,74,0.24,95
7635,75,0.3,95
7636,76,0.19,95
7637,77,0.19,95
7638,78,0.23,95
7639,79,0.16,95
7640,80,0.21,95
7641,81,0.36,95
7642,82,0.27,95
7643,83,0.32,95
7644,84,0.29,95
7645,85,0.14,95
7646,86,0.27,95
7647,87,0.32,95
7648,88,0.2,95
7649,89,0.31,95
7650,90,0.23,95
7651,91,0.28,95
7652,92,0.33,95
7653,93,0.28,95
7654,94,0.23,95
7655,95,0.27,95
7656,96,0.3,95
7657,97,0.19,95
7658,98,0.32,95
7659,99,0.28,95
7660,17,0.22,96
7661,21,0.26,96
7662,22,0.13,96
7663,23,0.27,96
7664,24,0.33,96
7665,25,0.33,96
7666,26,0.26,96
7667,27,0.23,96
7668,28,0.32,96
7669,29,0.22,96
7670,30,0.21,96
7671,31,0.21,96
7672,32,0.28,96
7673,33,0.17,96
7674,34,0.28,96
7675,35,0.18,96
7676,36,0.22,96
7677,37,0.24,96
7678,38,0.25,96
7679,39,0.26,96
7680,40,0.27,96
7681,41,0.35,96
7682,42,0.29,96
7683,43,0.19,96
7684,44,0.37,96
7685,45,0.27,96
7686,46,0.26,96
7687,47,0.31,96
7688,48,0.31,96
7689,49,0.2,96
7690,50,0.22,96
7691,51,0.31,96
7692,52,0.18,96
7693,53,0.33,96
7694,54,0.24,96
7695,55,0.29,96
7696,56,0.29,96
7697,57,0.31,96
7698,58,0.17,96
7699,59,0.31,96
7700,60,0.32,96
7701,61,0.22,96
7702,62,0.13,96
7703,63,0.2,96
7704,64,0.26,96
7705,65,0.31,96
7706,66,0.28,96
7707,67,0.24,96
7708,68,0.28,96
7709,69,0.38,96
